Price,QuantityInStock,WeightInGrams,LengthInCentimeters,WidthInCentimeters,UnitsSold
2835,37,6227,438,14067,446
15164,21,2794,223,10879,100
4702,39,4128,214,9721,106
16778,37,8465,348,9302,342
19943,47,1088,408,10669,200
3082,31,2830,384,10440,392
9213,25,4880,129,9530,446
15622,14,5626,175,9727,312
24205,28,3611,64,4099,252
17205,22,1141,181,5215,358
20649,43,1433,72,14158,199
6833,16,7354,133,6642,299
15432,14,7556,143,8100,301
16297,15,7920,401,5204,122
26661,10,5980,111,8768,91
3146,37,8469,302,8844,307
14880,49,6705,247,14910,150
3352,23,7710,372,8419,355
29320,17,1135,412,13460,136
12917,35,5956,183,4160,432
27680,39,8891,59,13364,421
4317,48,8665,283,13182,143
16636,27,5838,145,13895,455
6278,11,4418,369,12339,258
21203,45,5010,459,8069,39
19233,41,6061,367,4567,376
4488,45,7326,118,4840,106
18994,42,1263,285,13624,120
22136,24,5924,468,7743,250
24213,15,7963,68,4211,111
26611,30,7548,63,5285,471
26186,34,3305,240,14717,496
17932,27,4625,444,8968,98
12441,15,5302,137,6626,406
23386,37,9635,323,12974,360
21305,12,3306,319,11796,470
5529,17,8042,84,14855,45
6596,16,5192,196,4012,482
8491,10,6090,110,9157,448
10070,10,2844,483,8507,76
13332,16,7516,130,11632,476
23369,19,1085,458,12393,392
3636,17,4870,378,13123,141
13900,29,6451,133,11458,34
10101,39,9497,101,12095,357
15798,30,2069,406,12684,51
18647,20,5121,91,8784,244
13618,44,4866,99,5071,467
17724,19,5481,100,7775,253
16158,35,5376,428,6474,436
22253,35,4701,301,4361,311
23396,25,6564,453,7723,9
11958,20,7348,439,5794,380
18476,27,4875,443,13841,290
23577,30,8499,168,14293,316
13419,24,5977,348,7970,382
2880,29,6081,119,12103,439
13274,47,5468,73,13819,441
16709,26,3073,151,8621,83
21390,19,9756,334,10028,195
24015,45,4165,270,9509,67
19141,24,5292,301,12918,104
9749,16,8663,464,7735,125
25234,25,2220,95,9148,155
9025,25,8670,104,14948,454
3694,34,3406,155,14899,260
27125,35,9320,457,5196,368
20523,10,2182,465,7831,401
12591,45,9350,111,9443,269
17226,24,6624,103,5540,195
20846,49,8272,255,9689,61
19679,12,4907,110,5403,58
10471,40,1435,114,11814,136
3346,15,2658,400,8663,314
11973,16,9880,185,9278,295
6070,19,1003,229,13719,424
29422,34,7227,418,5066,253
24788,20,6806,145,12900,148
15189,29,9968,243,7996,385
27405,11,8877,224,11315,358
9628,35,3180,271,12323,298
5767,28,4562,428,12918,441
19004,44,4744,99,12228,402
29225,18,5274,213,5732,322
7135,29,7435,161,8946,113
9544,45,9144,427,9545,83
7421,33,1021,418,11325,168
24028,28,6625,420,5854,269
6372,23,3229,418,5602,362
27552,37,2022,387,9654,178
21697,18,6231,362,7169,271
23130,18,9883,422,14771,353
8723,49,7434,452,11013,155
10208,13,9671,81,9227,165
9762,39,2250,364,4850,211
12690,14,7805,255,11673,402
27674,18,9061,132,13195,151
12128,15,9927,416,10969,232
13642,48,9743,124,11666,145
11287,46,4445,128,5425,224
10541,11,8076,184,6384,448
9301,39,3924,95,13011,200
3087,39,8399,151,14121,43
16872,36,5612,97,4850,104
28611,11,6699,480,6672,48
5647,23,5237,349,7770,20
25262,44,7261,67,10576,427
18926,37,5370,304,5424,245
26054,17,4713,414,7666,460
7901,38,3226,474,14084,38
8938,16,5433,150,11162,263
27324,18,1122,304,7571,94
28389,43,6217,206,5300,321
26100,19,9943,276,12369,298
19485,20,6140,226,9197,339
12818,43,1543,369,6989,41
2874,13,9837,460,10194,439
19240,16,5209,134,10860,332
24681,11,9597,365,13300,339
18907,13,7471,66,11377,117
9633,12,9701,237,9510,45
11561,34,3898,481,14291,310
14231,33,2035,345,10286,458
14464,32,4512,139,5270,70
6482,48,2588,148,12460,431
27883,16,6515,178,8881,289
2098,39,7940,201,4298,395
10549,41,6085,216,14722,64
26556,34,9380,219,13289,20
15442,44,1500,128,8555,479
24442,13,9390,119,6522,365
12588,17,3759,53,6233,230
29469,11,7480,246,9684,291
10863,28,8261,141,11048,397
26661,21,3635,450,12967,249
6388,20,5572,255,5634,154
29414,42,7247,232,8224,437
23005,49,9825,313,11335,234
13288,29,7053,238,9696,266
18582,28,7962,182,8428,415
18677,12,9007,255,7525,461
4443,24,7971,282,13942,416
13575,31,4421,293,4557,127
21073,20,2570,269,4775,346
25137,38,4747,416,4489,427
12234,42,4932,484,9121,224
16973,27,4477,187,5317,311
7984,16,2259,470,4336,472
26890,13,6901,74,13953,134
13502,18,8505,362,13100,16
16367,30,5739,252,13812,122
2515,34,4687,496,8968,225
4945,36,1552,496,4479,427
19164,27,8036,337,7140,170
25870,30,5099,125,10727,478
14073,44,8343,443,9193,306
14510,13,1451,351,11558,125
7796,45,2481,254,5924,246
2186,34,5336,402,11152,119
22360,30,9234,357,6110,266
25447,19,1490,112,11947,158
26192,23,4760,277,14851,241
28842,23,5569,410,12452,99
3608,14,6577,381,6798,284
18147,19,9291,267,4765,480
12456,45,4156,496,9502,393
4951,12,3321,417,9150,243
21951,43,4242,282,13680,236
9634,20,8122,208,6928,381
25357,45,4740,81,7122,60
8826,17,4758,334,7715,57
29190,11,2394,364,5817,327
10196,32,9423,480,6164,178
27397,36,9683,153,14628,356
17796,40,7308,418,7912,93
3279,34,1604,107,11713,96
28482,27,6801,314,9161,272
19670,25,6270,104,12893,114
25393,32,2856,145,6223,144
26311,10,1576,317,10857,235
22369,29,8132,157,14670,191
29176,22,4470,242,8187,496
29510,44,7803,231,13359,105
12325,35,8357,197,4194,489
10973,32,3618,449,7468,139
2336,32,3178,140,10671,484
26105,27,4008,203,13700,450
29444,16,5494,337,14794,406
4850,35,1673,440,13230,176
18933,20,1073,425,12829,245
16788,34,7090,477,7185,453
16427,47,5716,331,6229,453
29584,36,3635,237,13074,54
4068,28,1105,69,10083,308
18567,25,3576,411,6394,164
11979,11,3116,236,13338,442
7097,48,8407,87,9092,185
2170,18,2902,273,13598,443
29407,11,5930,215,6570,141
9010,11,8791,315,13265,164
19192,11,2242,203,4858,101
25748,45,8785,390,5510,162
24404,49,7181,493,9635,288
22055,31,9290,318,13184,401
13898,45,1275,135,10126,359
8843,35,3624,294,12960,293
13586,43,4181,151,8648,160
12497,10,9831,224,4817,64
21830,42,7966,351,9712,77
26897,23,1520,299,7058,29
18852,27,1433,248,14576,238
3339,47,8443,266,5852,82
21140,30,6418,373,6761,94
21932,23,7969,311,13026,434
13128,47,8321,57,5746,160
9237,19,2603,443,6164,213
7165,30,1501,292,13979,442
2110,38,6430,466,13140,371
23370,36,9569,302,12868,264
25816,20,5792,405,11379,433
20655,24,8838,173,10257,467
14086,19,3728,228,12802,152
12924,36,5349,483,14755,161
16722,44,3780,364,13752,350
20575,16,2872,486,9552,278
12938,45,1047,405,13625,176
13949,46,2766,209,9348,218
25584,37,6543,163,13317,491
8109,28,5342,193,13073,430
27310,49,5660,53,12336,291
28383,30,5765,337,5495,222
2022,27,9153,360,14567,466
13732,18,6906,64,4255,121
27953,13,1018,107,4853,422
28656,16,9559,489,9558,301
11284,21,2955,81,13404,385
11650,26,4939,123,7497,7
2154,42,9033,276,5459,54
22623,19,1268,57,5967,499
17449,45,3707,394,6803,333
24930,12,2663,162,12717,440
16192,17,5956,139,13778,368
9370,19,7666,100,12714,298
10250,14,1625,244,12720,266
29191,33,3742,191,12623,166
11508,28,6846,169,8764,378
16777,45,3532,422,6839,485
2578,28,8306,151,5304,290
28290,23,6071,124,13420,5
9213,25,3889,372,12301,179
22114,11,7617,389,4700,34
29141,35,5584,244,6064,111
19723,32,3816,318,8952,470
25316,27,4450,439,11939,176
11005,45,1092,486,9385,298
11061,45,5504,371,14167,491
20922,42,7938,134,13006,475
18016,35,4602,153,7634,305
15189,45,3959,165,10395,488
12853,21,1541,236,8976,94
15088,21,8838,292,12828,11
29603,38,5017,152,12660,413
6422,22,1992,390,13202,450
4978,17,1912,464,7994,370
17366,10,8614,313,4621,140
10823,24,5180,477,5941,358
8511,38,3844,136,14288,450
29619,26,3716,289,6352,113
24556,47,3181,194,6701,277
23426,14,8585,68,5399,60
16957,40,3469,385,9233,232
18695,48,2244,254,13542,203
5682,18,9811,374,7294,112
10033,23,6461,98,14552,361
21970,46,1530,127,9295,57
3999,31,9735,293,11931,102
5945,19,1812,200,6710,473
20233,15,1664,170,5835,61
16166,41,9760,336,13464,447
16461,44,7359,192,8700,446
6333,30,8919,180,8026,316
29916,44,3571,106,8785,479
27694,39,9856,146,4506,6
17441,44,9186,419,11751,317
8512,35,3610,453,14569,5
16582,43,4290,211,8621,254
14199,48,4492,117,8276,115
12892,11,8188,147,14220,440
20602,31,8898,442,7770,311
17156,46,1621,77,7127,386
20094,29,6836,168,12845,78
13795,21,7266,430,10822,253
15326,34,3234,90,6774,404
24673,28,2794,404,5540,279
11281,23,5867,150,10560,385
12129,25,4890,149,8298,371
3800,35,1310,398,11667,120
27925,22,9143,163,13339,432
11348,37,7589,280,12319,93
2905,30,7561,123,14756,268
11575,30,7031,201,7023,20
17274,17,2424,267,8891,477
26134,23,6221,334,9256,69
21692,33,3640,393,12039,260
6407,22,2879,135,4402,497
26122,26,4872,457,8014,218
28795,28,1495,470,6684,106
6632,13,9913,218,9823,188
4708,16,8680,201,7585,191
11370,45,2542,158,14649,467
23350,15,9495,363,13097,52
20966,46,5920,103,11261,151
7486,12,7810,279,11852,188
2006,14,6137,403,12603,217
9848,10,5293,321,12215,22
8930,23,4697,320,13369,148
19381,48,8137,475,4626,290
24084,39,7386,484,8415,448
3482,45,6655,328,4841,172
23163,25,3963,228,6903,349
18467,44,7080,175,7729,291
27081,10,2201,275,10186,135
2599,25,3565,157,13557,69
17059,34,6255,396,14499,138
9172,24,9492,353,7312,459
10530,15,1302,465,5181,414
4152,27,4443,119,8736,158
20682,12,3110,325,13492,67
27924,31,4540,307,6461,443
6077,34,1016,75,8778,252
24334,27,3368,394,5639,432
3758,35,5121,108,5420,10
11652,10,1692,106,12293,126
11821,38,7773,74,8432,381
20050,31,6867,243,6367,352
12740,19,2788,248,12057,263
5421,28,1819,370,14582,114
29864,24,1141,192,4417,335
26748,23,1952,377,6928,419
10548,40,1466,54,14734,11
22468,16,7354,290,14720,232
10614,35,3814,452,14624,499
20631,35,7196,432,10960,288
6243,45,1835,255,12376,225
11916,37,4300,404,10885,373
6296,33,7228,343,13413,362
10705,39,6268,102,8921,458
5144,39,5923,381,9021,45
6595,42,1389,317,9508,429
11587,29,4058,204,4951,83
11043,35,1784,233,14506,383
3476,43,6952,222,6846,445
16299,30,2375,217,13386,276
14280,28,5207,320,7753,220
27041,11,7355,314,11185,45
3110,30,8862,93,10374,196
3281,32,6837,59,9692,343
9283,34,2192,367,9821,448
19496,32,8573,335,10814,290
2487,23,5557,115,10403,337
11060,43,5300,276,13868,93
26027,46,7181,497,6586,206
22512,19,7488,329,13184,475
27859,40,9120,83,12721,356
28532,46,4741,196,14688,107
4044,29,7300,128,7528,184
21131,49,8374,209,7787,444
20159,13,3884,201,4594,55
7389,11,8567,448,4503,400
16808,46,5353,126,14053,15
9468,36,4421,258,11839,266
28499,39,9892,221,7985,95
5419,21,7750,262,6921,396
3173,32,1286,482,5320,326
18949,35,4019,328,9539,453
26821,12,7238,410,12309,239
16352,48,2468,314,5612,374
19096,49,7967,66,10967,163
20288,47,2901,484,4364,106
21013,45,7555,499,13726,276
24113,19,8670,120,11207,455
28388,47,2338,474,6356,475
29526,31,3171,406,14539,245
21531,15,2843,70,4268,276
16696,42,6276,467,7301,8
24595,28,2755,152,11375,219
11808,47,8317,411,6080,468
4165,15,1253,272,7973,307
28486,16,9970,157,12805,448
9502,44,1284,394,10388,411
10473,13,3496,115,13742,12
12595,13,3810,208,4038,476
2216,27,9302,137,12059,404
29526,41,9896,136,4649,269
27238,14,8979,442,5233,260
5604,36,5698,329,10879,240
24640,36,4668,159,11830,56
22140,35,4605,214,4850,323
21901,31,6648,350,5175,181
24714,19,1366,294,10337,428
29631,49,2694,160,14240,403
8178,46,8317,143,4094,359
13223,15,7880,427,14658,490
19439,45,1258,248,4457,136
29115,40,7180,396,7429,199
12952,12,6497,351,5300,155
11584,11,5626,58,14739,55
15991,38,6262,337,11587,171
24173,46,6523,338,7954,331
16492,23,6801,429,13905,179
28931,13,8033,217,9660,297
13670,47,4498,59,8642,473
25124,32,9587,272,6837,244
13849,42,2398,98,10936,355
22092,14,2789,250,11811,148
27185,44,5527,314,14666,459
23035,49,6107,162,8442,92
27451,20,3503,266,12271,99
4068,39,2324,376,13881,201
5224,22,5686,365,12120,423
28969,16,7924,145,8342,70
4304,33,9142,74,9791,229
7401,48,3517,395,6462,76
12694,21,1581,54,4330,219
4343,31,4206,178,14863,153
9006,47,3011,231,5099,419
2152,44,4540,128,10512,7
13077,31,7357,400,14866,132
14767,28,9874,334,13095,429
4320,29,9914,203,6998,326
27212,44,4999,280,7242,148
12272,41,2269,141,9921,280
17045,11,9534,406,13459,452
25137,40,2812,398,6593,218
22047,14,3556,409,10294,53
11726,36,6414,176,4134,471
14766,11,2314,297,11280,249
20990,32,9143,212,13136,347
21475,13,4734,267,10241,375
10537,48,5692,246,6241,195
14251,47,7338,97,13276,425
18121,31,5561,289,4599,47
23184,26,1852,482,13857,360
11177,28,4754,64,12481,133
19287,28,2625,452,5407,283
3859,24,9429,495,6678,40
29430,22,9839,195,12809,299
9436,12,5822,304,4754,155
2106,18,2666,246,14850,17
10534,28,2336,69,14382,91
19680,41,6539,210,6540,158
14962,15,4051,402,12945,92
7812,47,1945,495,11903,406
28497,49,2256,149,11666,32
12276,19,7836,405,11343,400
28563,20,4022,473,12149,435
13716,11,8861,204,6201,247
24524,49,2514,401,14411,207
17927,35,1356,321,4341,121
7531,19,1621,253,6444,113
26268,24,4712,413,5452,96
13046,46,1164,88,10957,307
12862,19,2554,376,14106,333
17275,30,2954,82,10559,212
15697,29,4788,105,11942,18
2875,46,6155,390,10257,122
28063,29,2927,146,4375,70
20334,41,6733,478,9622,102
14467,24,3683,419,12668,497
18076,15,6960,132,12752,189
9305,25,5845,305,8520,343
3389,20,9836,160,14473,93
9856,29,3504,498,13779,134
16749,25,3668,362,5428,29
23024,29,9810,201,5951,269
23284,16,9014,219,14286,304
12246,11,5991,130,4371,497
10420,47,5738,315,13007,444
21482,38,8847,342,6587,407
16859,47,5671,373,6134,435
29323,16,3645,483,10215,460
14408,28,4279,277,8672,454
8839,33,1759,395,14835,129
29207,33,8729,123,4638,104
4208,32,1531,471,11194,297
23722,49,1671,472,6549,428
14101,33,4480,157,9405,336
12537,25,8712,450,10564,261
6758,39,8287,354,7472,384
2270,19,8497,486,10369,312
14872,19,9893,418,13864,95
6688,19,7819,473,14174,188
25295,43,8568,222,7842,219
21122,12,9873,289,9977,475
3778,47,9104,217,11121,478
20882,20,3313,485,4940,11
15704,47,5084,358,8413,341
11070,43,6959,128,13929,37
25657,14,4412,239,10968,401
17873,37,5545,71,8062,441
5703,24,1212,286,5264,401
18896,47,7942,341,14237,158
23960,11,4377,141,5284,9
14355,17,8407,468,10509,210
18136,24,7101,407,12540,361
5653,22,9424,276,9073,225
29830,47,4265,289,11536,337
28745,28,5832,468,5032,323
21698,21,3171,127,4825,420
20303,15,6042,286,5570,483
22821,48,3874,104,8896,53
8840,15,2703,84,9665,118
25482,35,2956,376,12467,438
25990,13,6882,177,12703,145
11010,32,7169,280,6716,316
29452,40,9443,354,10530,395
20107,38,3719,185,7130,172
17821,46,7471,143,9541,412
21481,10,7543,415,14550,447
27981,20,9795,369,11007,44
8628,15,3759,417,13001,464
28189,47,8180,366,14142,223
29157,15,9693,225,6612,147
7203,45,1277,58,6912,21
8327,32,6516,234,9160,297
12765,23,4209,241,5171,389
6819,10,4491,74,14169,489
17202,23,3928,229,4856,43
12477,14,4209,493,10320,239
21270,44,1817,416,10949,111
14727,47,6148,456,9337,445
13693,37,7630,432,13553,400
24910,41,7230,497,4163,187
20814,19,9970,414,7379,215
16749,20,5361,252,4871,242
11657,38,6797,94,13176,413
4907,28,7216,493,11773,383
26192,38,2799,489,12114,382
11724,30,3387,292,4774,339
6368,11,6397,248,13526,238
13653,37,3496,111,7458,26
12619,16,6199,418,12395,356
14514,31,7008,94,6378,45
2711,15,8029,234,5434,101
5525,30,5743,204,6697,385
23644,39,8926,460,9604,485
26524,23,9173,124,9700,251
21686,36,1710,252,4151,442
3354,48,4836,291,10971,178
8990,46,5063,337,6865,67
11527,14,4350,342,8833,379
9654,26,9200,356,14658,434
2118,38,4926,338,5439,476
21615,13,8654,413,9060,368
19968,11,7055,460,5392,100
7919,34,1781,166,11158,133
22252,47,6570,145,13657,94
11398,17,3607,362,6760,466
14694,21,2455,326,14590,413
17152,33,2364,95,14727,223
9994,43,1991,293,7173,315
5358,35,2530,90,10760,159
7428,43,7377,233,12037,155
6596,40,8572,164,10183,440
26003,14,7159,348,8044,399
6612,48,6434,261,9508,9
12479,36,7331,316,9471,379
12691,29,7967,326,12248,242
28140,18,3450,496,12926,68
16417,26,9490,154,4997,195
16401,32,6820,122,13230,316
21922,30,5236,373,8294,342
5956,28,2437,399,6911,43
17557,43,6138,386,12053,435
9930,45,5950,324,5550,186
14322,33,9850,456,6114,380
26094,33,1807,290,11266,444
7695,44,6628,318,13959,354
19534,44,6028,350,7092,426
22625,42,8559,148,12852,140
12330,11,4441,229,12175,397
2513,13,7783,492,6924,351
22957,12,7457,64,11664,322
7843,35,3400,457,14590,191
15765,15,9689,105,4767,18
20247,32,9706,67,13209,30
17218,18,5059,299,4796,273
25482,13,2190,209,14108,463
25653,31,9654,229,7903,165
3386,10,5106,407,14382,481
9546,24,8996,381,6609,339
18581,20,9111,303,10182,148
25427,40,6903,127,12513,23
24919,22,3915,228,6176,100
26750,35,1893,409,5721,26
4905,13,6229,206,9669,148
22948,44,4009,426,13577,265
2665,23,5035,335,6278,180
2647,17,4442,362,9287,239
5488,36,2886,190,12377,146
29488,32,2275,385,9532,290
26957,17,4403,126,10465,234
25727,23,6076,213,6815,403
25249,43,8693,368,8913,188
10414,32,5384,154,5564,95
14316,31,6545,163,6008,471
17163,27,8936,376,11083,299
8473,37,7155,112,12379,383
23055,38,5608,442,14369,400
5487,17,2554,341,11589,180
4469,32,3141,326,14142,67
5132,19,9816,98,6055,469
28586,36,8667,246,5851,58
6109,10,1073,400,12020,283
6218,26,7432,429,4473,188
17645,38,2512,337,10011,10
11852,28,1734,331,14818,51
2598,36,6710,142,5986,226
27058,35,2648,322,10335,107
25171,19,7453,255,14081,463
17780,14,8457,54,9436,177
3502,16,9578,186,9564,110
24519,47,6113,51,13533,333
9405,10,5208,372,7416,119
14317,37,7570,329,11569,497
3867,44,9537,330,7632,300
11121,10,3997,264,8755,338
5808,19,9938,464,13548,161
21643,30,9005,150,10746,36
14187,45,4669,82,10425,305
12794,13,7216,312,12963,415
10439,36,1412,305,12077,437
18586,32,2301,230,4756,38
16175,14,6541,115,5722,452
16247,39,3789,457,14394,18
28723,38,5085,478,5361,116
8766,26,6005,471,7874,78
27610,26,6095,174,13907,166
26307,37,4933,210,11609,193
10152,19,2100,423,4520,302
9155,25,7563,379,11818,151
28358,45,4262,155,4314,208
22439,20,7756,433,11178,280
27166,31,3756,83,10594,16
28224,34,7663,63,7289,135
21220,12,7134,144,11837,383
29444,48,9062,452,8914,277
12828,14,7243,436,14543,447
11069,22,5126,219,4817,68
7339,27,1014,355,12904,312
27337,23,5158,484,12222,189
18751,46,8861,82,13952,421
27942,17,8111,151,11655,142
16229,44,3702,275,7788,236
8512,34,4681,101,10587,390
9060,16,4329,211,8315,473
3404,47,1985,168,10279,370
12725,27,5850,68,13959,87
16940,10,8050,342,5575,459
7044,31,7785,362,9192,279
23667,41,2163,64,11504,307
3108,24,5932,333,4032,179
23958,19,3714,491,7246,283
21870,24,5920,478,9251,61
2526,21,8532,108,10191,128
10485,11,1952,451,11180,239
6572,35,9831,323,11313,296
22016,11,1029,230,6021,8
18821,26,6268,288,7013,412
21390,30,3871,370,13032,398
10518,24,2963,278,12246,92
16667,41,9250,64,10698,368
28824,14,3561,110,4191,80
13324,11,5156,137,7865,72
12559,44,9945,436,5668,313
9808,15,8177,68,6268,479
6105,23,4689,403,14185,130
14304,44,5939,303,13349,152
15134,45,1216,497,9576,67
22582,18,8558,220,14948,332
22438,27,1362,50,4833,382
27263,30,4092,125,9357,294
16196,19,3391,395,10575,228
22827,21,9073,51,7990,218
27387,20,5807,409,12230,333
18262,28,1319,277,11139,274
27965,42,6032,87,8406,270
29110,19,6060,293,12932,134
4062,37,8934,211,9972,434
4890,33,9628,55,7890,482
8362,44,4559,477,10224,132
22381,32,3908,83,9344,179
25379,43,5181,268,12173,443
13284,21,5428,351,7689,305
5731,21,1357,280,5253,227
25019,28,5324,256,12904,145
7966,49,2886,301,9053,369
24702,45,4537,387,10394,285
26991,10,9106,378,12920,219
2045,27,4981,290,14998,285
8045,15,7819,477,14160,260
7824,34,4203,424,6218,74
23647,10,2171,466,8270,456
8287,18,9094,117,12724,276
16935,47,7920,493,11703,110
23687,22,7708,53,14209,241
5086,15,8127,104,6019,31
19976,36,1485,292,10228,147
16911,45,9350,225,10016,355
29943,28,1311,120,12639,195
14813,18,1915,124,7868,64
6718,45,1710,183,14971,279
20174,19,2658,213,6624,352
19977,44,5462,136,12128,183
6653,14,7894,263,7731,128
9608,12,1539,146,12296,132
25636,40,7912,141,7351,256
20949,16,9796,149,14056,372
9222,17,1288,131,8970,291
20750,41,5706,357,5222,366
24286,48,9778,268,4790,96
16230,29,9507,137,9698,272
28054,27,8889,239,7482,402
29577,23,2384,54,12307,365
27006,33,9082,89,10972,380
5162,41,6176,76,12215,68
4333,34,8268,350,6537,419
5785,19,1602,159,7259,38
14831,18,5054,133,12657,349
25398,37,9568,154,6062,102
16438,31,9795,346,13218,87
29438,34,5884,57,7634,382
20849,22,3123,338,4256,490
15606,11,9438,160,7199,52
8236,44,4785,419,5281,319
21297,31,9026,220,5063,104
14386,43,8686,458,7722,151
7433,49,7025,63,8761,328
9306,16,5460,402,14836,80
16931,17,8894,167,7549,290
23935,43,2746,152,7368,220
22645,46,1714,312,10756,98
12226,27,8201,201,6566,168
16523,49,8753,209,7116,306
9195,19,7182,249,5663,146
16993,26,6058,359,11142,225
3807,38,7460,64,8179,448
21666,36,7911,50,13295,160
25007,42,7748,305,12220,433
25163,28,8364,391,6128,127
8943,36,9435,295,7247,151
23141,12,3644,380,4352,308
8243,29,2518,259,10541,331
22447,12,5305,459,14274,257
6839,25,4868,492,10997,150
15788,35,5995,448,12999,227
13947,19,5738,57,11198,457
24254,23,7953,77,11573,401
16700,41,6868,294,13291,16
7356,38,6226,142,14090,205
16161,14,9993,370,11224,230
9221,39,3929,77,9114,272
24995,35,2728,231,4064,339
13404,14,5264,382,10361,475
8178,33,2521,323,7163,143
20327,11,3171,444,4858,41
13858,47,4724,311,9189,322
24600,45,8181,218,13441,100
22538,20,5553,250,11791,265
25106,18,6835,290,14469,311
18944,44,4418,287,14219,399
20764,15,8828,486,6388,138
16082,26,3443,446,12272,227
2806,22,7255,85,12211,429
23466,12,4270,475,4223,417
11871,35,9763,226,9075,390
29775,13,7222,260,5810,33
19318,31,9937,184,6773,49
20804,39,3233,180,9135,93
7009,34,9411,166,12236,224
6158,21,9361,160,9869,116
21208,17,4293,454,8170,437
12745,13,5887,105,5822,422
17766,14,5923,285,7017,298
16132,48,5256,292,14719,26
16754,39,5369,333,9407,71
7239,26,3074,351,4623,167
3192,42,8243,397,8464,489
16656,10,5485,468,6634,243
24111,24,6855,457,13640,135
26084,22,5761,296,9484,370
29715,27,8366,136,8701,368
29269,13,7108,277,7474,361
24684,20,4121,365,12761,420
21174,40,5368,58,7447,452
15814,27,3527,394,10719,38
18832,27,3319,404,8686,46
19716,17,1484,299,10565,438
15000,43,3081,181,9655,320
27763,20,7100,178,13633,274
21066,37,1115,192,5997,138
20545,30,4992,52,5817,392
22483,46,2399,426,12754,337
16912,30,3411,409,11165,338
4748,36,5223,294,12620,244
12577,33,2976,368,11108,323
26770,33,1272,125,14060,396
15319,24,3193,390,7216,206
6143,32,1725,231,14230,168
20781,30,3522,72,4774,34
13351,34,7353,359,14201,380
13836,19,4931,470,9399,430
12573,25,9352,330,9300,388
5375,41,7908,143,12501,316
7811,26,2198,213,13908,159
21775,42,8606,52,11593,387
4568,31,6127,116,8499,191
23230,21,6152,450,9327,444
26874,12,4583,270,5516,397
4811,20,7600,88,9897,71
9002,43,4147,167,13329,138
3942,45,3908,429,6326,58
14778,13,9997,323,6802,65
13602,25,6570,316,6943,130
21493,28,2951,262,12781,181
26513,32,8858,482,14868,459
3795,24,2708,336,8126,438
9852,11,8915,274,6381,216
23585,10,1602,203,8608,482
9944,21,2443,125,8347,114
20761,48,6167,50,6322,495
20289,11,4577,441,11351,54
28521,42,7469,364,9175,105
16850,20,1719,451,14676,179
3759,18,9432,301,13697,366
27171,18,9680,71,10898,200
9981,15,9602,355,13280,194
28361,28,6736,473,8908,476
20697,21,5472,414,12237,488
12742,12,3009,410,5988,71
2148,31,4175,495,4262,328
28511,12,7737,93,6328,305
24062,34,4782,57,14051,474
3349,23,9233,350,12666,324
23446,15,3524,114,7418,326
11090,46,9495,323,10261,142
24665,31,6193,170,14569,444
11105,25,2924,484,14398,72
3769,26,8782,310,4427,130
8717,30,5302,191,11901,304
23563,26,3935,163,14632,367
7550,14,9126,233,13436,329
26191,11,5982,456,5397,419
11339,15,2845,390,5709,374
8960,21,2124,79,10574,119
10008,15,1586,353,12497,451
29293,35,4175,215,13834,472
6948,25,7721,171,13772,219
22791,39,5432,418,6398,340
29626,30,2687,450,10133,328
8912,23,5400,78,6493,136
17331,41,7330,126,11891,401
19545,25,4053,381,11455,442
18473,26,9232,342,10957,235
14217,22,1194,486,8188,427
20858,16,8775,407,4817,351
28602,27,8629,257,5189,162
4204,26,5811,246,12289,220
12138,11,9579,247,4934,75
25032,46,7925,440,4748,133
9456,26,3545,141,8284,181
20729,48,4737,361,13466,135
12004,35,9928,291,14767,242
13852,10,1762,84,14831,37
9429,23,7000,162,13013,159
9627,21,2964,213,5535,119
29234,13,2897,231,4142,415
19560,11,4297,226,4448,406
29277,11,2874,350,10423,37
15763,36,7233,136,7328,288
7650,29,6924,437,10331,42
13181,26,7325,285,13759,353
2461,32,3195,466,12300,325
22430,34,6591,198,9015,220
12670,36,8428,120,10679,357
18603,47,5500,355,4277,486
23290,35,5111,346,11432,185
17420,29,2029,209,13298,194
12079,17,3774,247,12137,146
8649,14,9412,209,5834,316
23099,29,6070,160,10773,144
22162,19,7887,223,14805,181
15934,40,5729,313,8660,417
20678,19,4616,154,7177,485
4697,39,7658,215,13344,281
23508,46,2878,129,11407,363
21266,27,5753,303,11006,108
12804,11,5376,222,11437,235
19741,34,1161,387,11755,435
24524,24,6399,97,7661,97
9744,24,2037,423,8487,406
4784,49,3740,346,14207,68
15457,33,5952,275,7120,437
20813,28,7986,111,9302,66
6631,24,3408,385,4040,472
2549,44,2452,88,5530,405
2558,13,1822,313,6051,129
25713,42,6346,370,12158,395
2792,29,5792,468,5973,308
19424,27,8288,151,4274,176
9119,36,9071,320,14824,158
9633,33,6508,68,4387,76
8120,33,5915,468,6859,403
22884,25,9082,86,13464,148
18029,12,8332,248,4468,211
24581,10,2055,349,10782,456
4669,12,2735,196,9443,380
20640,45,8876,468,7450,101
27773,18,7526,381,4364,482
26930,41,7849,178,5465,46
27663,34,2901,242,7591,296
4915,46,5163,302,11887,184
17002,49,9616,480,8403,368
13979,34,4432,418,12790,451
12707,43,8108,420,7747,404
7112,26,2480,279,5232,160
21891,22,1520,162,14161,368
29367,25,7756,242,5482,32
3427,19,3533,447,7251,459
11565,33,3938,200,5216,194
